Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-00092,"2120 CAMBIE STREET, Vancouver, BC V5Z 4N6",Cooling Tower,Active,11/6/2025,N,1/30/2025,0,blue,,,,,,,,,ASSE 50342,"{""coordinates"":[-123.1137193,49.2663913],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00092,"49.2663913, -123.1137193"
OP-2020-00109,"1618 QUEBEC STREET, Vancouver, BC V6A 0C5",Cooling Tower,Active,11/9/2025,N,10/23/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1014998,49.2715403],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00109,"49.2715403, -123.1014998"
OP-2020-00121,"666 BURRARD STREET, Vancouver, BC V6C 2X8",Cooling Tower,Active,9/30/2025,N,1/31/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1193112,49.2849695],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00121,"49.2849695, -123.1193112"
OP-2020-00126,"1100 CHESTNUT STREET, Vancouver, BC V6J 3J9",Decorative Water Feature,Active,1/21/2026,N,10/1/2024,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1461479,49.2759911],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00126,"49.2759911, -123.1461479"
OP-2020-00133,"400 BURRARD STREET, Vancouver, BC V6C 3A6",Cooling Tower,Active,11/15/2025,N,2/1/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1170233,49.2866198],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00133,"49.2866198, -123.1170233"
OP-2020-00137,"1095 W PENDER STREET, Vancouver, BC V6E 2M6",Cooling Tower,Active,11/8/2025,N,1/16/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1197519,49.2876113],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00137,"49.2876113, -123.1197519"
OP-2020-00143,"1275 W 6TH AVENUE, Vancouver, BC V6H 1A6",Cooling Tower,Inactive,11/26/2025,N,10/31/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1330637,49.2663845],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00143,"49.2663845, -123.1330637"
OP-2020-00146,"649 CAMBIE STREET, Vancouver, BC",Decorative Water Feature,Inactive,1/25/2026,N,10/15/2024,0,blue,,,,,,,,,1001210,"{""coordinates"":[-123.1121498,49.2801315],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00146,"49.2801315, -123.1121498"
OP-2020-00151,"604 W BROADWAY, Vancouver, BC V5Z 1G1",Cooling Tower,Active,1/25/2026,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1177519,49.2629592],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00151,"49.2629592, -123.1177519"
OP-2020-00129,"1128 ALBERNI STREET, Vancouver, BC V6E 4R6",Decorative Water Feature,Active,1/21/2026,N,1/21/2025,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.124982,49.2857241],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00129,"49.2857241, -123.124982"
OP-2020-00140,"888 DUNSMUIR STREET, Vancouver, BC V6C 3K4",Cooling Tower,Active,11/6/2025,N,12/11/2024,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1183473,49.2845565],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00140,"49.2845565, -123.1183473"
OP-2020-00142,"625 HOWE STREET, Vancouver, BC V6C 2T6",Cooling Tower,Active,1/25/2026,N,12/11/2024,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1179816,49.2842495],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00142,"49.2842495, -123.1179816"
OP-2020-00145,"649 CAMBIE STREET, Vancouver, BC",Cooling Tower,Inactive,1/25/2026,N,11/6/2024,,blue,,,,,,,,,1001210,"{""coordinates"":[-123.1121498,49.2801315],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00145,"49.2801315, -123.1121498"
OP-2020-00149,"649 CAMBIE STREET, Vancouver, BC",Cooling Tower,Inactive,1/25/2026,N,11/6/2024,,blue,,,,,,,,,1001210,"{""coordinates"":[-123.1121498,49.2801315],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00149,"49.2801315, -123.1121498"
OP-2020-00265,"200 BURRARD STREET, Vancouver, BC V6C 3L6",Cooling Tower,Active,5/21/2025,N,12/17/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1149881,49.2875202],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00265,"49.2875202, -123.1149881"
OP-2020-00155,"928 RICHARDS STREET, Vancouver, BC V6B 6P6",Building Water Treatment System,Active,1/26/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.1199007,49.278356],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00155,"49.278356, -123.1199007"
OP-2020-00158,"610 GRANVILLE STREET, Vancouver, BC V6C 3T3",Building Water Treatment System,Active,1/26/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.1165811,49.2831222],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00158,"49.2831222, -123.1165811"
OP-2020-00159,"1331 ALBERNI STREET, Vancouver, BC V6E 4S1",Building Water Treatment System,Active,1/26/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.127898,49.2883507],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00159,"49.2883507, -123.127898"
OP-2020-00161,"1055 HOMER STREET, Vancouver, BC V6B 1G3",Building Water Treatment System,Active,1/26/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.1212231,49.2769771],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00161,"49.2769771, -123.1212231"
OP-2020-00171,"667 HOWE STREET, Vancouver, BC V6C 2E5",Cooling Tower,Active,1/26/2026,N,2/6/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1190327,49.2837011],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00171,"49.2837011, -123.1190327"
OP-2020-00167,"181 W 1ST AVENUE, Vancouver, BC V5Y 0E3",Rainwater Harvesting/Alternative Water Systems,Active,1/26/2026,N,2/7/2025,0,blue,0,0.78,12.8,,,,,,1001342,"{""coordinates"":[-123.1087043,49.2708058],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00167,"49.2708058, -123.1087043"
OP-2020-00179,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9",Cooling Tower,Active,1/27/2025,N,1/16/2025,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1222436,49.2857773],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00179,"49.2857773, -123.1222436"
OP-2020-00185,"1328 MARINASIDE CRESCENT, Vancouver, BC V6Z 3B3",Cooling Tower,Inactive,1/26/2026,N,12/1/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1213754,49.2714237],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00185,"49.2714237, -123.1213754"
OP-2020-00173,"833 HOMER STREET, Vancouver, BC V6B 0H4",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1177329,49.279406],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00173,"49.279406, -123.1177329"
OP-2020-00178,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9",Cooling Tower,Inactive,1/27/2025,N,11/8/2024,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1222436,49.2857773],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00178,"49.2857773, -123.1222436"
OP-2020-00180,"638 BEACH CRESCENT, Vancouver, BC V6Z 3H4",Cooling Tower,Inactive,1/27/2026,N,11/28/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1304332,49.2731511],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00180,"49.2731511, -123.1304332"
OP-2020-00190,"1351 CONTINENTAL STREET, Vancouver, BC V6Z 0C6",Cooling Tower,Inactive,11/23/2025,N,10/30/2024,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1289763,49.2762649],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00190,"49.2762649, -123.1289763"
OP-2020-00194,"1005 BEACH AVENUE, Vancouver, BC V6E 3W2",Decorative Water Feature,Active,1/27/2026,N,1/15/2025,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1340618,49.2769134],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00194,"49.2769134, -123.1340618"
OP-2020-00218,"1138 MELVILLE STREET, Vancouver, BC V6E 4S3",Cooling Tower,Active,12/16/2025,N,2/13/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1234054,49.2869882],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00218,"49.2869882, -123.1234054"
OP-2020-00220,"728 W 8TH AVENUE, Vancouver, BC V5Z 0B8",Decorative Water Feature,Inactive,2/1/2026,N,11/26/2024,,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1204643,49.2639684],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00220,"49.2639684, -123.1204643"
OP-2020-00197,"1090 HOMER STREET, Vancouver, BC V6B 2W9",Cooling Tower,Active,11/15/2025,N,1/21/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1211558,49.2762908],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00197,"49.2762908, -123.1211558"
OP-2020-00643,"595 BURRARD STREET, Vancouver, BC V7X 1K8",Cooling Tower,Active,4/2/2025,N,1/23/2025,0,blue,,,,,,,,,1001398,"{""coordinates"":[-123.1198029,49.2861265],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00643,"49.2861265, -123.1198029"
OP-2020-00641,"595 BURRARD STREET, Vancouver, BC V7X 1K8",Cooling Tower,Active,4/2/2025,N,1/23/2025,0,blue,,,,,,,,,1001398,"{""coordinates"":[-123.1198029,49.2861265],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00641,"49.2861265, -123.1198029"
OP-2020-00211,"510 W GEORGIA STREET, Vancouver, BC V6B 0M3",Rainwater Harvesting/Alternative Water Systems,Active,5/31/2025,N,1/28/2025,0,blue,0,0.41,,,,,,,50103,"{""coordinates"":[-123.1169631,49.2811779],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00211,"49.2811779, -123.1169631"
OP-2020-00231,"610 GRANVILLE STREET, Vancouver, BC V6C 3T3",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1165811,49.2831222],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00231,"49.2831222, -123.1165811"
OP-2020-00234,"3200 E BROADWAY, Vancouver, BC",Cooling Tower,Inactive,2/1/2026,N,10/28/2024,,blue,,,,,,,,,1001385,"{""coordinates"":[-123.0365335,49.2608042],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00234,"49.2608042, -123.0365335"
OP-2020-00248,"111 ROBSON STREET, Vancouver, BC V6B 6P5",Cooling Tower,Inactive,2/3/2026,N,11/27/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1139753,49.2779545],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00248,"49.2779545, -123.1139753"
OP-2020-00249,"7168 OAK STREET, Vancouver, BC V6P 3Z9",Building Water Treatment System,Active,2/3/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1277599,49.2209082],""type"":""Point""}",Oakridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00249,"49.2209082, -123.1277599"
OP-2020-00250,"8680 LAUREL STREET, Vancouver, BC V6P 3V6",Building Water Treatment System,Active,2/3/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1259214,49.207149],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00250,"49.207149, -123.1259214"
OP-2020-00264,"1388 RICHARDS STREET, Vancouver, BC V6B 3G6",Cooling Tower,Active,2/4/2026,N,12/6/2024,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1267599,49.274182],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00264,"49.274182, -123.1267599"
OP-2020-00273,"1045 HOWE STREET, Vancouver, BC V6Z 2A9",Cooling Tower,Inactive,2/4/2026,N,10/31/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1250763,49.2795478],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00273,"49.2795478, -123.1250763"
OP-2020-00274,"1066 HAMILTON STREET, Vancouver, BC V6B 2R9",Building Water Treatment System,Active,2/4/2026,N,3/27/2020,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1202148,49.2761756],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00274,"49.2761756, -123.1202148"
OP-2020-00290,"1110 HAMILTON STREET, Vancouver, BC V6B 2S2",Cooling Tower,Active,2/8/2026,N,1/9/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1210884,49.2756044],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00290,"49.2756044, -123.1210884"
OP-2020-00217,"1140 W PENDER STREET, Vancouver, BC V6E 4G1",Cooling Tower,Active,2/1/2026,N,1/29/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1220897,49.2875926],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00217,"49.2875926, -123.1220897"
OP-2020-00226,"1515 W 57TH AVENUE, Vancouver, BC V6P 0C8",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1411641,49.2198773],""type"":""Point""}",Kerrisdale,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00226,"49.2198773, -123.1411641"
OP-2020-00229,"1310 RICHARDS STREET, Vancouver, BC V6B 3G6",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1259576,49.2744191],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00229,"49.2744191, -123.1259576"
OP-2020-00236,"1088 BURRARD STREET, Vancouver, BC V6Z 2R9",Cooling Tower,Active,2/1/2026,N,1/29/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1265098,49.2801444],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00236,"49.2801444, -123.1265098"
OP-2020-00238,"1155 HOMER STREET, Vancouver, BC V6B 5T5",Decorative Water Feature,Active,2/1/2026,N,1/21/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1231155,49.2757125],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00238,"49.2757125, -123.1231155"
OP-2020-00240,"925 W GEORGIA STREET, Vancouver, BC V6C 3L2",Cooling Tower,Active,6/8/2025,N,1/13/2025,0,blue,,,,,,,,,1001454,"{""coordinates"":[-123.1197774,49.2843244],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00240,"49.2843244, -123.1197774"
OP-2020-00253,"850 BURRARD STREET, Vancouver, BC V6Z 2J1",Building Water Treatment System,Active,2/3/2026,N,1/11/2021,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1233419,49.2824739],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00253,"49.2824739, -123.1233419"
OP-2020-00255,"8989 HUDSON STREET, Vancouver, BC V6P 6Y1",Building Water Treatment System,Active,2/3/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1352124,49.2035589],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00255,"49.2035589, -123.1352124"
OP-2020-00266,"200 BURRARD STREET, Vancouver, BC V6C 3L6",Cooling Tower,Active,5/21/2025,N,12/17/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1149881,49.2875202],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00266,"49.2875202, -123.1149881"
OP-2020-00269,"601 W CORDOVA STREET, Vancouver, BC V6B 1G1",Cooling Tower,Active,5/20/2025,N,12/17/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1112509,49.2855107],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00269,"49.2855107, -123.1112509"
